6;V00331;LIQUIDE;LIQUIDE DE REFROIDISSEMENT;95640;MARINES;09/07/2015;42.34;24.42
2;V01189;EQUIPEMENT ATELIER;MATERIEL;95230;SOISY SOUS MONTMORENCY;18/04/2017;65;100
1;V00358;ENTRAINEMENT;COURROIES;;;17/01/2015;15.98;45.43
1;V00074;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95250;BEAUCHAMP;17/10/2016;31.79;41.81
1;V00043;FREINAGE;PLAQUETTE;95150;TAVERNY;03/02/2015;21.32;56.89
2;V00766;VITRAGE;DIVERS VITRAGE 0;93120;LA COURNEUVE;06/04/2016;227.88;53.44
6;V00331;ENTRAINEMENT;COURROIE DE DISTRIBUTION;95640;MARINES;02/01/2017;20.76;59.49
7;V00676;DIRECTION, SUSPENSION, TRANSMISSION;ROULEMENT;95520;OSNY;20/12/2016;29.95;53.86
5;V01071;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95000;CERGY;27/07/2016;21.15;24.02
6;V00752;FILTRATION;FILTRE A CARBURANT;95450;VIGNY;15/12/2015;27.02;25.65
7;V00676;ECHAPPEMENT;ACCESSOIRES DE MONTAGE;95520;OSNY;21/04/2016;28.48;56.57
8;V00968;DIRECTION, SUSPENSION, TRANSMISSION;ROTULE, BIELLETTE, TRIANGLE, SILENTBLOC;95310;ST OUEN L AUMONE;29/08/2016;22.94;41.85
8;V01009;DIVERS;DIVERS 0;78130;LES MUREAUX;23/05/2015;9.60;31.25
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;;;14/10/2017;15;42.67
1;V01122;EQUIPEMENT ATELIER;CONSOMABLE;95310;ST OUEN L AUMONE;17/02/2017;6.96;35.06
6;V00228;FILTRATION;FILTRE A HUILE;95300;ENNERY;05/10/2015;6.95;25.76
7;V00739;ENTRAINEMENT;COURROIES;95000;CERGY;05/02/2016;12.34;48.30
1;V00043;FILTRATION;FILTRE A HUILE;95150;TAVERNY;16/04/2015;6.73;25.71
8;V00166;FREINAGE;DISQUE;95650;PUISEUX PONTOISE;03/08/2017;49.52;27.50
5;V01257;FILTRATION;FILTRE A CARBURANT;95750;CHARS;17/10/2017;60.79;29.53
7;V00739;CONSOMMABLE CARROSSERIE;GAZ;95000;CERGY;10/03/2015;51.92;34.55
8;V00166;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;ESSUIE GLACES;95650;PUISEUX PONTOISE;30/09/2016;19.60;19.18
5;V00960;FREINAGE;PLAQUETTE;;;28/11/2015;22.50;42
5;V00559;FREINAGE;TEMOIN D'USURE;60119;HENONVILLE;09/12/2015;11.05;51.67
6;V01127;EQUIPEMENT ATELIER;OUTILLAGE;95520;OSNY;24/11/2015;39;33.49
8;V00718;ENTRAINEMENT;KIT DE DISTRIBUTION, ACCESSOIRES;.;.;27/03/2017;67.90;9.09
5;V00411;LIQUIDE;LIQUIDE DE FREIN;;;13/10/2017;5.59;38.46
7;V00653;ESSUYAGE;;95300;ENNERY;02/04/2015;-498;53.40
8;V00166;FILTRATION;FILTRE A CARBURANT;95650;PUISEUX PONTOISE;17/06/2016;28.87;21.75
1;V01072;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;95000;CERGY;22/09/2016;8.80;28.41
1;V00255;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95150;TAVERNY;29/06/2015;80.10;52.17
5;V00411;FREINAGE;PLAQUETTE;;;11/04/2016;125.19;45.41
7;V00464;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;PLAQUE D'IMMATRICULATION;95301;PONTOISE;16/04/2015;18;52.22
6;V00752;ENTRAINEMENT;POMPE A EAU;95450;VIGNY;23/01/2015;65.27;36.66
7;V00749;ECLAIRAGE;PHARE, FEU ARRIERE, CLIGNOTANT;78570;CHANTELOUP LES VIGNES;01/12/2015;117.32;25.46
2;V00788;EQUIPEMENT ATELIER;MATERIEL;78650;BEYNES;15/07/2015;129.67;45.25
5;V00411;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;03/10/2017;6.81;37.15
5;V01105;FILTRATION;FILTRE A AIR;.;.;13/10/2017;11.09;31.29
5;V00411;ENTRAINEMENT;COURROIES;;;18/11/2016;83.41;56.58
1;V00662;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95310;ST OUEN L AUMONE;23/10/2017;133.74;35.71
6;V00331;LIQUIDE;HUILE MOTEUR;95640;MARINES;18/05/2016;124.07;39.83
6;V00331;ELECTRICITE;BOUGIE D'ALLUMAGE;95640;MARINES;14/06/2017;39.24;38.33
5;V00960;FREINAGE;PLAQUETTE;;;24/06/2016;40.15;35.99
1;V00937;FILTRATION;FILTRE A HUILE;95310;ST OUEN L AUMONE;07/04/2016;6.53;25.57
8;V00400;FILTRATION;FILTRE A AIR;95;MONTIGNY L/CORMEILLE;21/09/2016;12.62;9.11
1;V00255;FILTRATION;FILTRE A HUILE;95150;TAVERNY;04/03/2015;7.19;25.59
5;V00411;ENTRAINEMENT;GALET, POULIE, DAMPER;;;03/09/2015;36.28;38.34
8;V00166;ELECTRICITE;BATTERIE;95650;PUISEUX PONTOISE;18/03/2016;27.31;0
1;V01168;VITRAGE;DIVERS VITRAGE 0;60230;CHAMBLY;26/07/2017;125;37.32
5;V00411;FILTRATION;FILTRE A HUILE;;;20/02/2017;28.63;32.48
2;V00795;VITRAGE;ABRASIF, MASQUAGE;94120;FONTENAY-SOUS-BOIS;28/09/2016;23.09;62.10
2;V00902;EQUIPEMENT ATELIER;MATERIEL;78500;SARTROUVILLE;07/02/2017;17.40;38.05
2;V00764;VITRAGE;DIVERS VITRAGE 0;78500;SARTROUVILLE;22/11/2016;93.35;37.76
8;V00572;VITRAGE;DIVERS VITRAGE 0;95650;PUISEUX PONTOISE;27/05/2015;8.10;34.32
8;V01153;ACCESSOIRE AUTO, PRODUIT ENTRETIEN;DIVERS ACCESSOIRES, ENTRETIEN;;;21/02/2017;43.44;9.09
1;V00716;VITRAGE;PEINTURE, VERNIS, DURCISSEUR, PPS;95480;PIERRELAYE;13/12/2016;-51.21;52.94
5;V00411;ELECTRICITE;BOUGIE D'ALLUMAGE;;;16/12/2017;8.49;32.74
1;V00425;DIVERS;DIVERS 0;95310;ST OUEN L'AUMONE;19/01/2016;65.90;50
7;V00739;FILTRATION;FILTRE A HUILE;95000;CERGY;08/11/2016;12.41;21.76
